Date,BTC-USD,ETC-USD,LTC-USD,XMR-USD,NEO-USD,XRP-USD,ZEC-USD
2017-12-31,12897.7001953125,26.73740005493164,216.97500610351562,329.00201416015625,72.5552978515625,2.095099925994873,482.8190002441406
2018-01-01,14112.2001953125,28.048599243164062,231.66600036621094,349.54901123046875,76.19159698486328,2.296020030975342,508.0010070800781
2018-01-02,13625.0,34.46189880371094,228.99000549316406,359.05999755859375,78.52580261230469,2.3694798946380615,578.0759887695312
2018-01-03,14978.2001953125,34.911399841308594,255.69500732421875,382.7439880371094,90.29620361328125,2.464099884033203,581.2930297851562
2018-01-04,15270.7001953125,34.442901611328125,245.47500610351562,414.4100036621094,104.79100036621094,3.117340087890625,583.0809936523438
2018-01-05,15477.2001953125,36.172000885009766,241.03399658203125,402.3840026855469,98.91110229492188,3.3008100986480713,590.8679809570312
2018-01-06,17462.099609375,36.314701080322266,249.76800537109375,385.364990234375,95.30860137939453,3.021049976348877,587.9110107421875
2018-01-07,17527.30078125,38.440399169921875,296.0530090332031,456.1510009765625,101.12100219726562,3.0929598808288574,756.3720092773438
2018-01-08,16476.19921875,41.12160110473633,287.7250061035156,458.34698486328125,102.12300109863281,3.363569974899292,884.27197265625
2018-01-09,15123.7001953125,34.09120178222656,254.6060028076172,403.7070007324219,102.06600189208984,2.443459987640381,693.2410278320312
2018-01-10,14588.5,38.12810134887695,248.072998046875,413.2489929199219,127.23500061035156,2.1299099922180176,672.3939819335938
2018-01-11,14968.2001953125,36.90610122680664,251.52200317382812,406.0840148925781,123.10399627685547,1.9802099466323853,719.10400390625
2018-01-12,13453.900390625,33.061798095703125,229.78700256347656,358.6159973144531,109.18499755859375,1.9404799938201904,651.177001953125
2018-01-13,13952.400390625,36.18190002441406,236.8820037841797,393.0400085449219,124.14600372314453,2.051409959793091,703.7570190429688
2018-01-14,14370.7998046875,42.893798828125,260.5790100097656,420.33599853515625,140.56100463867188,2.0185201168060303,701.8469848632812
